Club,Elo,From,To
Norwich,1611.19299316,2019-05-03,2019-05-05
Norwich,1620.83813477,2019-05-06,2019-05-07
Norwich,1628.67163086,2019-05-08,2019-05-08
Norwich,1633.76196289,2019-05-09,2019-05-09
Norwich,1634.66345215,2019-05-10,2019-05-10
Norwich,1634.66345215,2019-05-11,2019-05-12
Norwich,1634.66345215,2019-05-13,2019-05-16
Norwich,1634.66345215,2019-05-17,2019-05-24
Norwich,1634.66345215,2019-05-25,2019-05-31
Norwich,1634.66345215,2019-06-01,2019-07-01
Norwich,1634.66345215,2019-07-02,2019-07-25
Norwich,1634.67492676,2019-07-26,2019-07-28
Norwich,1634.67492676,2019-07-29,2019-08-01
Norwich,1634.68200684,2019-08-02,2019-08-03
Norwich,1634.68200684,2019-08-04,2019-08-07
Norwich,1634.68200684,2019-08-08,2019-08-08
Norwich,1634.85314941,2019-08-09,2019-08-09
Norwich,1633.65356445,2019-08-10,2019-08-13
Norwich,1633.65356445,2019-08-14,2019-08-15
Norwich,1633.75634766,2019-08-16,2019-08-16
Norwich,1633.75634766,2019-08-17,2019-08-17
Norwich,1645.73254395,2019-08-18,2019-08-20
Norwich,1645.73254395,2019-08-21,2019-08-22
Norwich,1648.70080566,2019-08-23,2019-08-24
Norwich,1644.48034668,2019-08-25,2019-08-25
Norwich,1644.48034668,2019-08-26,2019-08-29
Norwich,1645.66796875,2019-08-30,2019-08-31
Norwich,1639.78759766,2019-09-01,2019-09-01
Norwich,1639.78759766,2019-09-02,2019-09-14
Norwich,1655.45898438,2019-09-15,2019-09-15
Norwich,1655.45898438,2019-09-16,2019-09-17
Norwich,1645.97045898,2019-09-18,2019-09-18
Norwich,1647.21057129,2019-09-19,2019-09-19
Norwich,1647.44519043,2019-09-20,2019-09-21
Norwich,1639.80847168,2019-09-22,2019-09-22
Norwich,1639.80847168,2019-09-23,2019-09-24
Norwich,1639.80847168,2019-09-25,2019-09-25
Norwich,1639.80847168,2019-09-26,2019-09-28
Norwich,1633.80786133,2019-09-29,2019-09-29
Norwich,1633.80786133,2019-09-30,2019-10-01
Norwich,1628.18029785,2019-10-02,2019-10-02
Norwich,1630.49499512,2019-10-03,2019-10-03
Norwich,1632.28063965,2019-10-04,2019-10-05
Norwich,1612.46679688,2019-10-06,2019-10-19
Norwich,1616.62670898,2019-10-20,2019-10-22
Norwich,1619.76708984,2019-10-23,2019-10-23
Norwich,1623.81994629,2019-10-24,2019-10-24
Norwich,1625.76293945,2019-10-25,2019-10-26
Norwich,1625.76293945,2019-10-27,2019-10-27
Norwich,1619.15966797,2019-10-28,2019-11-01
Norwich,1619.15966797,2019-11-02,2019-11-02
Norwich,1611.41320801,2019-11-03,2019-11-03
Norwich,1611.41320801,2019-11-04,2019-11-05
Norwich,1610.7199707,2019-11-06,2019-11-06
Norwich,1610.30541992,2019-11-07,2019-11-07
Norwich,1611.23303223,2019-11-08,2019-11-08
Norwich,1599.4543457,2019-11-09,2019-11-09
Norwich,1599.4543457,2019-11-10,2019-11-10
Norwich,1599.4543457,2019-11-11,2019-11-17
Norwich,1599.4543457,2019-11-18,2019-11-23
Norwich,1617.59204102,2019-11-24,2019-11-26
Norwich,1616.53979492,2019-11-27,2019-11-27
Norwich,1613.8449707,2019-11-28,2019-11-28
Norwich,1604.76806641,2019-11-29,2019-11-30
Norwich,1604.76806641,2019-12-01,2019-12-01
Norwich,1609.0012207,2019-12-02,2019-12-04
