Club,Elo,From,To
Middlesbrough,1531.12780762,2019-04-28,2019-04-30
Middlesbrough,1527.72644043,2019-05-01,2019-05-01
Middlesbrough,1523.77368164,2019-05-02,2019-05-02
Middlesbrough,1527.04992676,2019-05-03,2019-05-05
Middlesbrough,1533.24121094,2019-05-06,2019-05-07
Middlesbrough,1541.07458496,2019-05-08,2019-05-08
Middlesbrough,1546.16491699,2019-05-09,2019-05-09
Middlesbrough,1547.06652832,2019-05-10,2019-07-25
Middlesbrough,1547.07788086,2019-07-26,2019-08-01
Middlesbrough,1547.08508301,2019-08-02,2019-08-02
Middlesbrough,1545.31640625,2019-08-03,2019-08-08
Middlesbrough,1545.48742676,2019-08-09,2019-08-10
Middlesbrough,1535.50769043,2019-08-11,2019-08-15
Middlesbrough,1535.61047363,2019-08-16,2019-08-17
Middlesbrough,1526.97717285,2019-08-18,2019-08-20
Middlesbrough,1531.61523438,2019-08-21,2019-08-22
Middlesbrough,1534.58349609,2019-08-23,2019-08-24
Middlesbrough,1530.96069336,2019-08-25,2019-08-29
Middlesbrough,1532.14819336,2019-08-30,2019-08-31
Middlesbrough,1534.58898926,2019-09-01,2019-09-14
Middlesbrough,1539.66564941,2019-09-15,2019-09-17
Middlesbrough,1530.17712402,2019-09-18,2019-09-18
Middlesbrough,1531.41723633,2019-09-19,2019-09-19
Middlesbrough,1531.65185547,2019-09-20,2019-09-21
Middlesbrough,1526.21789551,2019-09-22,2019-09-28
Middlesbrough,1509.56567383,2019-09-29,2019-10-01
Middlesbrough,1503.24963379,2019-10-02,2019-10-02
Middlesbrough,1505.56433105,2019-10-03,2019-10-03
Middlesbrough,1507.35009766,2019-10-04,2019-10-04
Middlesbrough,1500.10070801,2019-10-05,2019-10-19
Middlesbrough,1493.54785156,2019-10-20,2019-10-22
Middlesbrough,1496.68823242,2019-10-23,2019-10-23
Middlesbrough,1502.25,2019-10-24,2019-10-24
Middlesbrough,1504.19299316,2019-10-25,2019-10-26
Middlesbrough,1504.84484863,2019-10-27,2019-11-02
Middlesbrough,1496.91015625,2019-11-03,2019-11-05
Middlesbrough,1496.21691895,2019-11-06,2019-11-06
Middlesbrough,1495.80236816,2019-11-07,2019-11-07
Middlesbrough,1496.72998047,2019-11-08,2019-11-09
Middlesbrough,1497.61169434,2019-11-10,2019-11-24
Middlesbrough,1496.63745117,2019-11-25,2019-11-26
Middlesbrough,1495.58520508,2019-11-27,2019-11-27
Middlesbrough,1496.83349609,2019-11-28,2019-11-28
Middlesbrough,1487.7565918,2019-11-29,2019-11-30
Middlesbrough,1479.13464355,2019-12-01,2019-12-07
Middlesbrough,1484.65649414,2019-12-08,2019-12-10
Middlesbrough,1490.1953125,2019-12-11,2019-12-11
Middlesbrough,1489.94152832,2019-12-12,2019-12-12
Middlesbrough,1492.06164551,2019-12-13,2019-12-14
Middlesbrough,1483.91479492,2019-12-15,2019-12-20
Middlesbrough,1489.94799805,2019-12-21,2019-12-26
Middlesbrough,1496.56848145,2019-12-27,2019-12-29
Middlesbrough,1515.22900391,2019-12-30,2020-01-01
Middlesbrough,1528.98449707,2020-01-02,2020-01-11
Middlesbrough,1526.66516113,2020-01-12,2020-01-17
Middlesbrough,1520.99291992,2020-01-18,2020-01-21
Middlesbrough,1517.74768066,2020-01-22,2020-02-01
Middlesbrough,1516.15307617,2020-02-02,2020-02-08
Middlesbrough,1511.1583252,2020-02-09,2020-02-11
Middlesbrough,1510.16625977,2020-02-12,2020-02-15
Middlesbrough,1497.65612793,2020-02-16,2020-02-18
Middlesbrough,1495.3190918,2020-02-19,2020-02-19
Middlesbrough,1492.52331543,2020-02-20,2020-02-20
Middlesbrough,1498.2689209,2020-02-21,2020-02-22
Middlesbrough,1489.02111816,2020-02-23,2020-02-25
Middlesbrough,1486.11828613,2020-02-26,2020-02-26
Middlesbrough,1480.78857422,2020-02-27,2020-02-27
Middlesbrough,1479.19958496,2020-02-28,2020-03-02
Middlesbrough,1479.75842285,2020-03-03,2020-03-07
Middlesbrough,1487.53393555,2020-03-08,2020-03-10
Middlesbrough,1483.90429688,2020-03-11,2020-03-11
Middlesbrough,1476.89575195,2020-03-12,2020-03-12
Middlesbrough,1481.22607422,2020-03-13,2020-06-20
Middlesbrough,1466.08764648,2020-06-21,2020-06-27
Middlesbrough,1480.40209961,2020-06-28,2020-07-02
Middlesbrough,1472.05505371,2020-07-03,2020-07-05
Middlesbrough,1462.25744629,2020-07-06,2020-07-08
Middlesbrough,1477.30993652,2020-07-09,2020-07-11
Middlesbrough,1463.89733887,2020-07-12,2020-07-14
Middlesbrough,1474.08483887,2020-07-15,2020-07-18
Middlesbrough,1463.85644531,2020-07-19,2020-07-22
Middlesbrough,1473.05053711,2020-07-23,2020-08-05
Middlesbrough,1472.06079102,2020-08-06,2020-08-06
Middlesbrough,1474.43823242,2020-08-07,2020-08-07
Middlesbrough,1475.67321777,2020-08-08,2020-08-08
Middlesbrough,1475.30944824,2020-08-09,2020-08-10
Middlesbrough,1475.97570801,2020-08-11,2020-08-11
Middlesbrough,1473.66369629,2020-08-12,2020-08-15
Middlesbrough,1466.94628906,2020-08-16,2020-08-16
Middlesbrough,1464.01635742,2020-08-17,2020-09-11
Middlesbrough,1460.8918457,2020-09-12,2020-09-17
Middlesbrough,1461.26208496,2020-09-18,2020-09-19
Middlesbrough,1464.91320801,2020-09-20,2020-09-24
Middlesbrough,1465.24902344,2020-09-25,2020-09-26
Middlesbrough,1465.81567383,2020-09-27,2020-10-01
Middlesbrough,1466.625,2020-10-02,2020-10-03
Middlesbrough,1472.63317871,2020-10-04,2020-10-17
Middlesbrough,1472.52514648,2020-10-18,2020-10-20
Middlesbrough,1485.90429688,2020-10-21,2020-10-21
Middlesbrough,1488.43481445,2020-10-22,2020-10-22
Middlesbrough,1492.63769531,2020-10-23,2020-10-24
Middlesbrough,1495.23901367,2020-10-25,2020-10-27
Middlesbrough,1503.78515625,2020-10-28,2020-10-28
Middlesbrough,1511.08703613,2020-10-29,2020-10-29
Middlesbrough,1508.22351074,2020-10-30,2020-10-31
Middlesbrough,1514.91943359,2020-11-01,2020-11-03
Middlesbrough,1519.87243652,2020-11-04,2020-11-04
Middlesbrough,1516.74438477,2020-11-05,2020-11-05
Middlesbrough,1520.59765625,2020-11-06,2020-11-07
Middlesbrough,1523.73352051,2020-11-08,2020-11-21
Middlesbrough,1516.23352051,2020-11-22,2020-11-24
Middlesbrough,1518.28442383,2020-11-25,2020-11-25
Middlesbrough,1523.89233398,2020-11-26,2020-11-26
Middlesbrough,1525.34179688,2020-11-27,2020-11-28
Middlesbrough,1516.18408203,2020-11-29,2020-12-01
Middlesbrough,1515.76196289,2020-12-02,2020-12-02
Middlesbrough,1526.12548828,2020-12-03,2020-12-03
Middlesbrough,1521.63464355,2020-12-04,2020-12-05
Middlesbrough,1514.58776855,2020-12-06,2020-12-08
Middlesbrough,1510.02575684,2020-12-09,2020-12-09
Middlesbrough,1494.83508301,2020-12-10,2020-12-10
Middlesbrough,1496.64978027,2020-12-11,2020-12-12
Middlesbrough,1509.45654297,2020-12-13,2020-12-16
Middlesbrough,1515.45544434,2020-12-17,2020-12-19
Middlesbrough,1527.70056152,2020-12-20,2020-12-29
Middlesbrough,1517.82446289,2020-12-30,2021-01-02
Middlesbrough,1525.02575684,2021-01-03,2021-01-16
Middlesbrough,1512.89770508,2021-01-17,2021-01-20
Middlesbrough,1521.03588867,2021-01-21,2021-01-24
Middlesbrough,1511.88891602,2021-01-25,2021-01-27
Middlesbrough,1490.86791992,2021-01-28,2021-01-30
Middlesbrough,1494.66638184,2021-01-31,2021-02-06
Middlesbrough,1485.87084961,2021-02-07,2021-02-13
Middlesbrough,1477.9041748,2021-02-14,2021-02-16
Middlesbrough,1488.18200684,2021-02-17,2021-02-18
Middlesbrough,1492.47680664,2021-02-19,2021-02-20
Middlesbrough,1506.46813965,2021-02-21,2021-02-23
Middlesbrough,1494.27111816,2021-02-24,2021-02-24
Middlesbrough,1495.78845215,2021-02-25,2021-02-25
Middlesbrough,1490.29272461,2021-02-26,2021-02-27
